acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
0.0,0.0,0.0,0.0,0.0,0.0,"بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""في شي مضيفات بيحكوا ياباني؟""",
0.0,0.0,0.0,0.0,0.0,0.0,"رجاع كتوب ""قهوة مع كريما وسكر، لو سمحت."" بطريقة تناسب العوام أكتر",.
1.0,0.0236763134598732,0.06433738209307194,0.0,0.0,0.0,"رجاع كتوب ""في شي مضيفة بتحكي ياباني؟"" بطريقة تناسب العوام أكتر","

هو رأي سلبي"
0.0,0.0,0.0,0.0,0.0,0.0,"""ضيعت بطاقة الاستلام تبعي."" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر",
0.0,0.0,0.0,0.0,0.0,0.0,"رد على النسق يلي ببلش هيك: ""خلينا نلتقي لناقش هالموضوع بشكل أوسع.""",.
0.0,0.0,0.0,0.0,0.0,0.0,"""بدي شوف الميناء."" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك",
0.0,0.0,0.0,0.0,0.0,0.0,"كمل هالقسم بقصة: ""وين أقرب صيدلي؟""",
0.0,0.0,0.0,0.0,0.0,0.0,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""شايفه كتير حلو.""",.
1.0,0.5404622554779053,0.9722212180495262,0.850615382194519,0.4597255080050502,0.8269863229688186,"عمين بيتوجه نوع هلجملة هاي؟ ""شو رح ينعزف بقاعة الحفلات الموسيقية اليوم؟"" برر جوابك",": ""مهم، بس سمعت إنو رح يكونو هناك بيلعبوا موسيقى إلكترونية""."
0.0,0.0,0.0,0.0,0.0,0.0,"""خدني عالمستشفى."" رد على نفس النسق",
1.0,0.0008594613173045218,0.0062792456592433155,0.8766708970069885,0.0007534647239841631,0.005504831924616076,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""لا، مو مشكلة. أنت هون، على كل حال.""","

""أهلاً وسهلاً بيك يا سيدي. أنا جاي من القلعة، وعايز أقولك إنك عندك رسالة.""

""أهلاً وسهلاً بيك يا سيدي. أنا جاي من القلعة، وعايز أقولك إنك عندك رسالة.""

""أهلاً وسهلاً بيك يا سيدي. أنا جاي من القلعة، وعايز أقولك إنك عندك رسالة."""
0.0,0.0,0.0,0.0,0.0,0.0,"""كنت المفروض تسافر برحلة رقم تمانة اتنين صفر، يللي أقلعت من ربع ساعة. مو مشكلة. فيني دبرلك رحلة تانية."" رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي",؟
0.0,0.0,0.0,0.0,0.0,0.0,"""السن عم يتحرك."" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟",.
