acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
0.0,0.0,0.0,0.0,0.0,0.0,"عاود اكتب ""كاين مضيفات يهدرو اللغة اليابانية؟"" باش تكون بلو ابروبري",ا.
0.0,0.0,0.0,0.0,0.0,0.0,"ريبوندي علا سوجي يبدا ب""قهوة بالكريمة و السكر، من فضلك.""",
0.0,0.0,0.0,0.0,0.0,0.0,"عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""كاين مضيفة تهدر اللغة اليابانية؟""",
1.0,0.017109340056777,0.9974686220521107,0.599971354007721,0.010265113920043034,0.5984525997528205,"""ضاعلي بطاقة الاستلام ديالي."" ريبوندي علا هاد سوجي","ستيشن بـ""لا، ما ضاعيتش بطاقة الاستلام ديالي، ولكن ما عنديششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششششش"
0.0,0.0,0.0,0.0,0.0,0.0,"ريبوندي علا سوجي يبدا ب""ننجحوا في تعميق السؤال.""",
0.0,0.0,0.0,0.0,0.0,0.0,"خرج كيستيون تاع اكزامان من ""راني حاب نشوف الميناء.""",
1.0,0.9918688535690308,0.9962116326205432,0.7845553159713745,0.7781759818140159,0.7815831322049691,"اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""وين راهي الصيدلية القريبة من هنا؟""","

وين راهي الصيدلية القريبة من هنا؟"
0.0,0.0,0.0,0.0,0.0,0.0,"قول ""نظن بلي رائع."" بكلمات وحدوخرين، و غاردي نفس المعنى",.
0.0,0.0,0.0,0.0,0.0,0.0,"خرج كيستيون تاع اكزامان من ""واش راهو يصرا في صالة الحفلة اليوم؟""",
0.0,0.0,0.0,0.0,0.0,0.0,"""اديني للمستشفى."" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك",.
0.0,0.0,0.0,0.0,0.0,0.0,"اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""أوه، ماشي حاجة. مادام راك هنا.""",
0.0,0.0,0.0,0.0,0.0,0.0,"خرج كيستيون تاع اكزامان من ""كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.""",
