acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.00044077602797187865,0.00392378558171913,0.0,0.0,0.0,"""لما سافرت للخارج في البداية ، ممكن كانو الناس صبورين ومتفهمين ، بيعرفوا انو المسافرين ببلد جديد بيحتاجو للتكيف."" صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة"," السابقة.

ما هو السبب الذي يجعل الناس أكثر صبراً مع المسافرين في البداية؟"
1.0,0.012089130468666553,0.134019716642797,0.002008617389947176,2.4282437688703893e-05,0.000269194333444515,"""هاي البيئة الجديدة عندها موارد مختلفة ومنافسين مختلفين ، لهيك رح يحتاج السكان الجداد لميزات أو تعديلات مختلفة ليكونوا منافسين قويين عن ما كانوا بحاجته من قبل."" صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة", السابقة.
1.0,0.006088980007916689,0.035858085146173835,0.7197274565696716,0.0043824060942014575,0.025808048419714416,"""لتاخد أخبار البطولات وأماكن شراء تذاكر مباريات البولو ،شوف موقع Asociacion Argentina de Polo."" اكتب قصة بتبلش بهاي الجملة",".

كانو يروّحو لمتابعة مباريات البولو كل يوم جمعة، كانو يحبّو القوّة والسرعة والمهارة اللي بتظهر في اللعبة. كانو يروّحو لمتابعة مباريات البولو كل يوم جمعة، كانو يحبّو القوّة والسرعة والمهارة اللي بتظهر في اللعبة. كانو يروّحو لمتابعة مباريات البولو كل يوم جمعة، كانو يحبّو القوّة والسرعة والمهارة اللي بتظهر في اللعبة. كانو ي"
0.0,0.0,0.0,0.0,0.0,0.0,"رد على موضوع يبدأ بـ""بعد كل إشي ، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق.""",
0.0,0.0,0.0,0.0,0.0,0.0,"""المرأة: من المستحسن أن تقول أي مسافرة إنها متزوجة بغض النظر عن حالتها الاجتماعية الفعلية."" رد على هالموضوع",
0.0,0.0,0.0,0.0,0.0,0.0,"شو هي نتائج ""بالعادة بتعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية."" إذا حدا قلك ياه؟",
1.0,0.04813067242503166,0.1229442972689867,0.5295325517654419,0.025486757787413605,0.06510300745785558,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""بتتميز معظم رحلات البلطيق بإقامة طويلة في سانت بطرسبرغ ، روسيا.""","

* رحلات البلطيق بتكون ممتعة جداً، وبتتميز بإقامة طويلة في سانت بطرسبرغ.
* رحلات البلطيق بتكون ممتعة جداً، وبتتميز بإقامة طويلة في سانت بطرسبرغ، روسيا.
* رحلات البلطيق بتكون ممتعة جداً، وبتتميز بإقامة طويلة في سانت بطرسبرغ، روسيا، وهي مدينة رائعة.
* رحلات البلطيق بتكون ممتعة جداً، وبتتميز بإقامة طويلة في سانت بطرسبرغ، روسيا، وهي مدينة تاريخية."
0.0,0.0,0.0,0.0,0.0,0.0,"""لما يتربى من حيوانات مش بشرية ، فالطفل الوحشي حيظهر سلوكيات (ضمن الحدود المادية) بتشبه تمامًا سلوكيات الحيوانات اللي تربى معها ، متل خوفه من البشر أو عدم مبالاته فيهم."" اكتب قصة بتبلش بهاي الجملة",.
0.0,0.0,0.0,0.0,0.0,0.0,"شو هي نتائج ""نظريتن معروفين للمحتوى همه التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل الثاني لهيرزبرج."" إذا حدا قلك ياه؟",
0.0,0.0,0.0,0.0,0.0,0.0,"شو هي نتائج هاد إذا حدا قلك ياه؟: ""وصلت لهاي الخلاصة بسبب التعليقات الإيجابية الكثيرة والتشجيع الي اجاها من كل من الأفراد الإناث والذكور اللي بتحث انه أدوية منع الحمل لازم يعتبروها ضرورة طبية.""",
0.0,0.0,0.0,0.0,0.0,0.0,"رد على موضوع يبدأ بـ""ممكن نعمل هيك بسهولة باستخدام منبه هادئ نسبيًا ليوخذك لوعيك بدون مايصحيك تمامًا.""",
1.0,0.01390172727406025,0.09945125877857208,0.0052359821274876595,7.27891955481872e-05,0.0005207250135207536,"""بعربية ، سافروا راجعين لباريس محاوطين بمجموعات من الناس بيصرخو ويهتفو ضد الملك والملكة."" عيد صياغة هاي الجملة لتكون مناسبة اكتر  للناس الحاضرين", في المراسم الملكية؟
1.0,0.005892913322895765,0.05538838682696223,0.0,0.0,0.0,"صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة: ""د. توني مول اكتشف السل الشديد المقاومة للأدوية (اكس دي ار-تي بي) في منطقة كوازولو-ناتال الجنوب أفريقية.""","

ما هي العوامل التي ساهمت في انتشار السل الشديد المقاومة للأدوية؟

أ. التغيرات المناخية
ب. التغيرات في أنماط السفر
ج. التغيرات في أنماط الزراعة
د. التغيرات في أنماط التغذية"
1.0,0.12577593326568604,0.642872229218483,0.0023068105801939964,0.0002901412535910586,0.0014829844600740966,"""فكرة التزلج قديمة كتير — لوحات الكهوف اللي بتصور المتزلجين برجع تاريخها إلى سنة ٥٠٠٠ بي سي!"" صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي", في جملة مركبة.
0.0,0.0,0.0,0.0,0.0,0.0,"صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي: ""ببعض الأوقات ، بواجه المسافرين اللي عندهم سهوله بالتكيف مع الثقافة الجديدة صعوبة خاصة في إعادة التكيف مع ثقافتهم الأصلية.""",
0.0,0.0,0.0,0.0,0.0,0.0,"رد على هالموضوع: ""عادة بكون في دائما صوت السياح والبياعين. قصة الصوت والضو بتشبه قصة كتاب.""",
1.0,0.20258983969688416,0.9501892663538456,0.17013972997665405,0.0344685806220415,0.1616649452041583,"صمّم سؤال امتحان بصيغة مقال، بناءً على ""ماكانت بتشمل الوجبات الرومانية القديمة الأطعمة اللي اجت لأوروبا من أمريكا أو من آسيا في القرون اللاحقة.""","

ما كانت الوجبات الرومانية القديمة تشمل الأطعمة اللي اجت لأوروبا من أمريكا أو من آسيا في القرون اللاحقة. الرومان كانوا يأكلون طعامهم المحلي، مثل الخبز والفاكهة واللحوم. كانو يفضلون الأطعمة المحلية على الأطعمة اللي كانت تصل من أماكن بعيدة.

الرومان كانوا يفضلون الأطعمة المحلية على الأطعمة اللي كانت تصل من أماكن بعيدة. كانو يفضلون الأطعمة المحلية على الأطعمة اللي كانت تصل من أما"
1.0,0.12577593326568604,0.642872229218483,0.0023068105801939964,0.0002901412535910586,0.0014829844600740966,"""النباتات بتعمل غذائها من الشمس عن طريق التمثيل الضوئي. وكمان بتوفر الظل."" صيغ رد مبدع  بيضمن هاي الجملة كعنصر أساسي", في جملة مركبة.
0.0,0.0,0.0,0.0,0.0,0.0,"رد على موضوع يبدأ بـ""تطابق تكوين هاي البلورات مع اللي موجودة ببول الحيوانات الأليفة المصابة لما تقارنت باستخدام التحليل الطيفي بالأشعة تحت الحمراء (FTIR).""",
0.0,0.0,0.0,0.0,0.0,0.0,"شو هي نتائج هاد إذا حدا قلك ياه؟: ""كانت الوفيات نيكولاس ألدين، 25، وزاكاري كوديباك، 21. كوديباك كان السايق.""",
0.0,0.0,0.0,0.0,0.0,0.0,"رد على موضوع يبدأ بـ""لنقارن بين السكان ، فهاد رح يفاجئ الكتير: الأمريكيين الأفارقة اللي بعيشو بالولايات المتحدة عددهم أكتر من عدد المواطنين الكنديين.""",
1.0,0.000540055800229311,0.0036232738057151437,0.0,0.0,0.0,"""تذكر هالإشي بالرغم من انو الموسيقى بالمسارح الرئيسية ممكن تكون خلصت ، فممكن يكون في أقسام من المهرجان حتستمر في تشغيل الموسيقى حتى وقت متأخر من الليل."" صمّم سؤال امتحان بصيغة مقال، بناءً على الجملة"," السابقة.

ما هو الوقت الذي قد يستمر فيه تشغيل الموسيقى في المهرجان؟"
0.0,0.0,0.0,0.0,0.0,0.0,"كمل هالنص ليصير قصة: ""في كتير نبيذ فرنسي ممكن الواحد يشربه، بس النبيذ النيوزيلندي والأسترالي ممكن انه بينقل بشكل أحسن.""",
0.0,0.0,0.0,0.0,0.0,0.0,"""كلهم رجعوا ركاض من المكان اللي صار فيه الحادث."" اكتب هاي الجملة بطريقتك وحافظ على المعنى الاصلي",.
