acc,prob,macro_prob,dialectness,score,macro_score,_raw_turns,desired_output_dialect,generations
1.0,0.990922749042511,0.9972468403284438,0.29772281646728516,0.29502031174644117,0.2969031380156853,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عاود اكتب ""كاين مضيفات يهدرو اللغة اليابانية؟"" باش تكون بلو ابروبري'}]}]",dza,['كَاين مضيفات يهدروا اللغة اليابانية؟']
1.0,0.045849595218896866,0.08600441599264741,0.006424863822758198,0.0002945774056099977,0.0005525666609086069,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'ريبوندي علا سوجي يبدا ب""قهوة بالكريمة و السكر، من فضلك.""'}]}]",dza,"['الترجمة: ""سأبدأ بقهوة مع كريمة و سكر، من فضلك.""']"
1.0,0.0009744238923303783,0.0036322398227639496,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""كاين مضيفة تهدر اللغة اليابانية؟""'}]}]",dza,"['""هل هناك مضيفة تتحدث اللغة اليابانية؟""']"
1.0,0.008099074475467205,0.030016408767551184,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""ضاعلي بطاقة الاستلام ديالي."" ريبوندي علا هاد سوجي'}]}]",dza,['يبدو أنك فقدت بطاقة الاستلام الخاصة بك. هذا أمر محبط بالتأكيد، ولكن لا تقلق، هناك بعض الخطوات التي يمكنك اتخاذها لحل هذه المشكلة:\n\n1. ابحث عن البطاقة: قبل أن تفترض الأسوأ، تأكد من البحث عن البطاقة بشكل شامل. تحقق من جيوبك وحقيبتك وأي مكان آخر قد تكون وضعت فيه البطاقة.\n\n2. راجع سجلات']
1.0,0.1564766764640808,0.4545934209600091,0.001496240496635437,0.00023412674010447887,0.0006801810859444063,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'ريبوندي علا سوجي يبدا ب""ننجحوا في تعميق السؤال.""'}]}]",dza,"['""ننجحوا في تعميق السؤال، ونوسعوا نطاق البحث عن الإجابات.""']"
1.0,0.9832984805107117,0.9962385661783628,0.23110035061836243,0.22724062360852848,0.23023108194335432,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'خرج كيستيون تاع اكزامان من ""راني حاب نشوف الميناء.""'}]}]",dza,"['هذا السؤال هو من نص ""راني حاب نشوف الميناء"" للكاتب الجزائري عبد الحميد بن هدوقة.\n\nالسؤال: ناقش الصراع الداخلي الذي يعيشه بطل القصة، وعرض كيف يؤثر هذا الصراع على أفعاله وقراراته.']"
1.0,0.0037202811799943447,0.008927306509576738,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""وين راهي الصيدلية القريبة من هنا؟""'}]}]",dza,"['""شكرا جزيلا! الصيدلية القريبة من هنا تقع على بعد مسافة قصيرة سيرا على الأقدام. يمكنك العثور عليها في الزاوية التالية. إنها مفتوحة 24 ساعة، لذا لا داعي للقلق بشأن الوقت. إنها صيدلية موثوقة ولديها مجموعة واسعة من الأدوية والمنتجات الأخرى. يمكنك بالتأكيد الحصول على ما تحتاجه هناك. إذا كنت تريد، يمكن']"
1.0,0.0599231980741024,0.12267300300300121,0.004037229344248772,0.0002419236936659977,0.0004952590474708342,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'قول ""نظن بلي رائع."" بكلمات وحدوخرين، و غاردي نفس المعنى'}]}]",dza,"['""أعتقد أنه رائع"" أو ""أظن أنه مدهش"" أو ""في اعتقادي إنه رائع للغاية"" أو ""برأيي إنه رائع بحق""']"
1.0,0.0011856709606945515,0.009299872675910592,0.00016656238585710526,1.9748818405477056e-07,1.54900898106697e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'خرج كيستيون تاع اكزامان من ""واش راهو يصرا في صالة الحفلة اليوم؟""'}]}]",dza,"['""ماذا يحدث في قاعة الحفلات اليوم؟""']"
1.0,0.004859591834247112,0.06217845622450113,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""اديني للمستشفى."" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك'}]}]",dza,['هذا النوع من الفواكه يوافقها ديونيسوس، إله الخمر والاحتفال والنشوة في الميثولوجيا الإغريقية. ارتبط ديونيسوس بالعنب والنبيذ والاحتفالات الصاخبة، وبالتالي فإن الفواكه التي تتناسب مع طبيعته هي تلك التي يمكن استخدامها في صناعة النبيذ أو تلك التي ترمز إلى الفرح والاحتفال.\n\nفيما يلي بعض']
