acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
0.0,0.0,0.0,0.0,0.0,0.0,"""لما تسافر أول مرة، الناس بتكون صبورة وبتتفهم إنه الأشخاص اللي بيجوا على بلد جديد يبحتاجوا وقت ليتأقلموا."" رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو","ا.
""When you travel for the first time, people are patient and they understand that the people who are coming to a new country need time to adapt.""
""Every time I travel I meet people who are in the same situation as me. I feel at home.""
""Every time I travel I meet people who are in the same situation as me. I feel at home."""
1.0,0.07122393697500229,0.9386519808322191,0.05538426339626312,0.003944685285542371,0.05198654854383575,"رجاع كتوب هلجملة بطريقة تناسب العوام أكتر: ""بتحتوي البيئة الجديدة على موارد مختلفة ومنافسين مختلفين، لهالسبب رح يحتاج السكان الجدد لميزات أو تعديلات مختلفة ليكونوا منافسين أقويا بعكس اللي كانوا عليه من قبل."""," ""بقينا في منطقة تفتقر للهواء الطلق، لذلك كان لنا وقتًا أقل للخروج. بعتقد أن هذا يفسر لنا سبب أقل في الشكل البدني والحركة، وهو ما يفسر لنا سبب زيادة في الوزن."" ""لقد كانت هناك زيادة في الوزن في كل المناطق، لكن كان هناك تأثير أكبر في المناطق التي كانت تفتقر إلى الهواء الطلق. وبالتالي، فإن زيادة الوزن التي تتمتع ببيئة أكثر إشراقًا كانت أقل من تلك التي ت"
0.0,0.0,0.0,0.0,0.0,0.0,"رجاع كتوب ""للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، شوف Asociacion Argentina de Polo."" بطريقة تناسب العوام أكتر"," وبدون استهلاك وقت.
مصدر : Asociacion Argentina de Polo.
Asociacion Argentina de Polo."
1.0,0.10484578460454941,0.6109635280445218,0.9053481817245483,0.09492194045321245,0.5531347192151229,"""بعد كل شي، القائد هو المسؤول بالنهاية عن نجاح وفشل الفريق."" بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة","، يعني بس حبيت اعرف ايه هيك تكتبلي سؤال؟ مش عارف ايه هيك تكتبلي سؤال امتحان متوقع بشكل مقالة؟ ايه هيك تكتبلي سؤال امتحان متوقع بشكل مقالة؟ ماى امتحان متوقع شكل مقالة و هالجملة مكتوب عليها. بس مش عارف ايه هيك تكتبلي سؤال امتحان متوقع شكل مقالة؟
قبل كل شي، ايه هيك تكتبلي سؤال امتحان متوقع شكل مقالة؟ ايه هيك تك"
1.0,0.008505263365805149,0.07957842946052551,0.0,0.0,0.0,"""السيدات: من الأفضل تقول أي مسافرة إنها متزوجة، بغض النظر عن حالتها الاجتماعية الفعلية."" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي",، يحتوي على 50-60 كلمة. الرد يجب أن يحتوي على معلومات من خلاله يمكنك إظهار معرفتك باللغة الإنجليزية. يجب أن يكون ردك مكتوبًا في إنجليزية غير رسمية. الرد يجب أن يكون مكتوبًا على لسان امرأة. الرد يجب أن يحتوي على بعض المعلومات الشخصية (الاسم، العمر، المهنة، البلد) ولكن لا يجب أن يُظهر معلومات شخصية مثل رقم الهاتف أو عنوان الإرسال. الرد يجب أن يحتوي على معلومات حول الحياة الاجتماعية للمرأة (أ
1.0,0.08331756293773651,0.2995358072221279,0.0,0.0,0.0,"""بتعتمد العديد من الإيقاعات المرصودة بعلم وظايف الأعضاء والسلوك كتير على وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية."" رد بطريقة إبداعية بيتضمن هالجملة كعنصر أساسي", لتحديد طبيعة ووظائف الأعضاء في الجسم ، وبالتالي ، فإنها تستخدم لتحديد ما إذا كانت الإيقاعات التي تم اكتشافها هي إيقاعات بيولوجية (أي أنها تمتلك دورات داخلية) أم لا. 1. فيما يتعلق بالسلوك البشري ، يمكن إثبات أن الإيقاعات البيولوجية لها دور كبير في السلوك البشري. 2. على سبيل المثال ، يمكن أن تؤدي الإيقاعات البيولوجية إلى إيقاع السلوك الب
0.0,0.0,0.0,0.0,0.0,0.0,"كمل هالقسم بقصة: ""بتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا."""," - (بنت السويد) ( 1 2 3 4 5 )
موضوع: كمل هالقسم بقصة: ""بتضم معظم رحلات البلطيق المتميزة بإقامة طويلة بسانت بطرسبرغ بروسيا."" - (بنت السويد) الجمعة 15 أبريل 2011, 23:37
[align=center] [/align] [align=center] [/align] [align=center] [/align] [align=center] [/align] [align=center] [/align] [align=center] [/align] [align"
1.0,0.9192682504653931,0.9914155388250947,0.6552345752716064,0.6023363416543646,0.6496097394997318,"""لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم."" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟",".
""لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خوفه من البشر أو لا مبالاته تجاههم."" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟.
""لما يتربى الولد مع حيوانات غير بشرية ببلش يعمل حركات (ضمن الحدود الجسدية) بتشبه تمامًا حركات الحيوانات متل خ"
1.0,0.0739331915974617,0.7208769619464874,0.762859582901001,0.05640064370457942,0.5499278985134382,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""نظريتين منتشرين للمحتوى هن التسلسل الهرمي لنظرية الاحتياجات لماسلو ونظرية العامل التاني لهيرتسبرج.""", ولو ما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك متل ما هو، فما كان كلامك
1.0,0.015083608217537403,0.024647403974086046,0.37201493978500366,0.0056113276027877634,0.00916920250527628,"""توصلت لهيدا الاستنتاج بسبب التعليقات الإيجابية والتشجيعات الكتيرة اللي بعتلها ياها رجال ونسوان شجعوها على اعتبار أدوية منع الحمل ضرورة طبية."" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي"," على عبارة ""أدوية منع الحمل ضرورة طبية"" و/أو ""أدوية منع الحمل ضرورة طبية"" فقط. اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي على عبارة ""أدوية منع الحمل ضرورة طبية"" و/أو ""أدوية منع الحمل ضرورة طبية"" فقط.
""أنا شخصياً استخدمت هذه الدواء عشان أتجنب الحمل لأنني عاوزة أتخلي دراسة في الخارج وانا في السنة الثانية من الجام"
