acc,prob,macro_prob,dialectness,score,macro_score,prompts,generations
1.0,0.977311909198761,0.9907147072954103,0.663632333278656,0.6485757826425917,0.6574703128159339,"""USER بدنا شكل واحد بدنا درعا حره"" اكتوب قصة بتبلش بهالسطر","ين
""USER بدنا شكل واحد بدنا درعا حره"" اكتوب قصة بتبلش بهالسطرين
Post  by  Admin on Sat 22 Oct 2011 - 20:06
""USER بدنا شكل واحد بدنا درعا حره"" اكتوب قصة بتبلش بهالسطرين
بدنا شكل واحد بدنا درعا حره
إلى كل من يقرأ هذه الكلمات، أتمنى أن يبقى على ثباته وعدم الانكسار، ويسعى لتحقيق ما يرغ"
1.0,0.9682075381278992,0.9924390756059438,0.8285578489303589,0.8022159551094106,0.8222931856784946,"""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي"," ""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي
""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي ""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي
""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب"
0.0,0.0,0.0,0.0,0.0,0.0,"رد على النسق يلي ببلش هيك: ""اللهم لك الحمد اليوم الابطال ناوين يناموا بجورين فرط حبك يا جيش ابو شحاطه سهل الغاب تشتعل فرحه عند URL URL""",
1.0,0.002016589976847172,0.009547681547701359,0.9994437098503113,0.0020154681677070907,0.009542370266504008,"شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""USER رغم كل شي بشع عم يصير بس لسا في شغلات بتخلي الحياه قابله للعيش بطريقه ما"""," ""USER وانت بتقول انك بتعيش شغلتك, بس انت ماشي تريش"" ""USER بس انا عارفه اني ماشي تريش, بس انا ماشي اقلعش عن شغلتك"" ""USER بس انا عارفه اني ماشي تريش, بس انا ماشي اقلعش عن شغلتك"" ""USER بس انا عارفه اني ماشي تريش, بس انا ماشي اقلعش عن شغلتك"" ""USER بس"
1.0,0.051866237074136734,0.08271908294409513,0.755590558052063,0.039189639014907574,0.06250175804328373,"عمين بيتوجه نوع هلجملة هاي؟ ""USER لااتفق معكي بهل كلام عن صدام صدام كانه شخصا دكتادوري وعنصري متل بشار وابو"" برر جوابك", علشان يبيت تعرف انا كلمتة وانا عارف انك بتتعامل مع الناس عن طريق المزاح واكيد انت عارف انك كنت مع صدام واكيد انت عارف ان صدام كان دكتادوري وعنصري وانت عارف انك كنت مع بشار واكيد انت عارف ان بشار دكتادوري وعنصري واكيد انت عارف انك كنت مع ابو واكيد انت عارف ان ابو دكتادوري وعنصري واكيد انت عارف انك كنت مع القذافي واك
0.0,0.0,0.0,0.0,0.0,0.0,"رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""الشام روم صوتي مرئي سوريا الشام مايك و كام محادثه صوتيه دردشه سوريه الصوتيه تشات سوري شا URL""",
1.0,0.8525519371032715,0.9721439089626074,0.0,0.0,0.0,"""USER بعرف NUM اشخاص هون فلسطينيين بعد نقاش بالصدفه اكتشفت انهم مؤيدين للاسد وعائلاتهم نفس الشي انا كتبت اغلب لان NUM من الفلسطينيين مؤمنيين انو الاسد عم يقاوم اسرائيل وايران وحسن نصرالله معاهم"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك","
كيف نتعامل مع كلام ""الأسد"" في سوريا؟
الجيش السوري يخسر 8 أفراد في معارك ضعيفة مع ""الجيش الحر"" في حلب
الجيش السوري يخسر 8 أفراد في معارك ضعيفة مع ""الجيش الحر"" في حلب
أعلن الجيش السوري اليوم الخميس عن مقتل ثمانية من عناصر القوات المسلحة السورية في معارك ضعيفة مع ""الجيش الحر"" في حلب.
وقال مص"
1.0,0.11555478721857071,0.1462357183918357,0.14559029042720795,0.016823655031405926,0.021290500711498753,"""بربكن كيماوي لعمي كنو صعي ريحتوني لانو كنت مفكرو كيماوي o O #وفسر_الماء_بعد_الجهد_بالماء #تبا"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟"," (حكاية عن صعي)
#وفسر_الماء_بعد_الجهد_بالماء
""بربكن كيماوي لعمي كنو صعي ريحتوني لانو كنت مفكرو كيماوي o O #وفسر_الماء_بعد_الجهد_بالماء #تبا"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟ (حكاية عن صعي)
#وفسر_الماء_بعد_الجهد_بالماء
""بربكن كيماوي ل"
0.0,0.0,0.0,0.0,0.0,0.0,"اكتوب قصة بتبلش بهالسطر: ""سالوني شو صار ببلد العيد مزروعه عالداير نار وبواريد قلتلن بلدنا عم يخلق جديد سوريه الكرامه والشعب العنيد كيف ما كنت بحبك بجنونك بحبك""",
0.0,0.0,0.0,0.0,0.0,0.0,"اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي: ""بعز الليل ولادي نيام عين ل الله مابتنام URL"""," اذا كان ردك مبدع ومتقن سوف يظهر في الصفحة الرئيسية
عربي
English

# The most beautiful Islamic names for girls and their meanings

## The most beautiful Islamic names for girls and their meanings

The Prophet, peace be upon him, said: ""Allah has ninety-nine names, one hundred minus one, and whoever believes in their meanings and acts as they deserve, will enter Paradise."" (Bukhari). So we must learn these names and their meanings, and the most important thing is to give our children beautiful names from the names of Allah Almighty, because it is"
