estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
OpenAIAPI:gpt-4o-2024-08-06,True,فيه مضيفات يتكلمون ياباني؟,['هل هناك أي مضيفات يتحدثن اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39ad1cd0>,20.448007360218387,36.01358347471062,0.0,0.006977294571697712,0.0,0.9709272094187327,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAre there any stewardesses who speak Japanese?\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,قهوة بالكريمة و السكر، لو سمحت.,['قهوة مع كريمة وسكر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a760a0>,41.72261448611506,55.145925746714276,0.04994642997373022,0.1134970560669899,0.4400680661201477,0.17211603320902213,0.0757427698825655,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nCoffee with cream and sugar, please.\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,فيه مضيفة تتكلم ياباني؟,['هل هناك مضيفة تتحدث اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a76730>,10.552670315936318,36.42761646412671,0.0,0.012496376410126686,0.0,0.8023806738201529,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs there any stewardess who speaks Japanese?\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ضيعت علامة الاستلام.,['ضاعت علي بطاقة استلامي.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a767c0>,6.27465531099474,30.806124330672667,0.0002475200664209809,0.26988649368286133,0.0009171265410259366,0.6038575092679821,0.0005538137487474819,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI lost my claim tag.\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,خلنا نجتمع عشان نناقش هذا اكثر.,['خلينا نجتمع عشان نناقش هذا الموضوع أكثر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a766a0>,59.14601686848579,73.04846965010272,0.5695784374458199,0.7562063932418823,0.7532050013542175,0.9205888421856798,0.6933921201251425,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nLet's get together to discuss this further.\nTranslation:""}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,ابغى اشوف الميناء.,['أبغى أشوف الميناء.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a76d30>,54.10822690539397,62.084894272394266,0.7358669657400725,0.98111891746521,0.7500283122062683,0.9928382583311759,0.7446568031899429,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI want to see the harbor.\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وين اقرب صيدلي؟,['وين أقرب صيدلية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a76dc0>,27.77619034011791,48.70603764530774,0.043953362587112466,0.07486656308174133,0.5870893597602844,0.30203867639647797,0.17732369314845198,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere's the nearest chemist?\nTranslation:""}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,اعتقد انه مسرحي.,['أعتقد أنه خلاب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a76d00>,8.745825313180626,17.556258476068585,0.03342328060630839,0.10671816766262054,0.3131920397281647,0.6210402838769369,0.19450487326077628,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI think it's scenic.\nTranslation:""}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,وش ينعزف اليوم في قاعة الاحتفالات؟,['وش يعرض في قاعة الحفلات اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a762b0>,12.630268049376259,38.783311565430004,0.9241486414202171,0.963306725025177,0.9593503475189209,0.9908119581523351,0.9505357963793453,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat is playing at the concert hall today?\nTranslation:'}]}]",,(),sau,False,None,None
OpenAIAPI:gpt-4o-2024-08-06,True,خذني للمستشفى.,['ودّيني للمستشفى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7f7d39a76400>,41.11336169005198,72.71698784348575,0.097280669530734,0.46395114064216614,0.20967869460582733,0.7953035466489382,0.16675820947673406,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nTake me to the hospital.\nTranslation:'}]}]",,(),sau,False,None,None
