estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,True,كاين مضيفات يهدرو اللغة اليابانية؟,['كاين مضيفات يهدروا اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3c06111c0>,53.67088830805399,69.72784744151983,0.38169107245083467,0.990616500377655,0.38530659675598145,0.9974735703435726,0.38433314674312,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,قهوة بالكريمة و السكر، من فضلك.,['قهوة بالقشدة والسكر، عفاك.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a968e0>,9.238430210261097,37.89007001064759,0.0005441201312870458,0.0008898627711459994,0.6114652156829834,0.9973138167406432,0.6098227080569368,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,كاين مضيفة تهدر اللغة اليابانية؟,['كاين مضيفات يهدروا اليابانية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6caf0>,31.702331385234313,47.241250383836146,0.38169107245083467,0.990616500377655,0.38530659675598145,0.9974735703435726,0.38433314674312,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,ضاعلي بطاقة الاستلام ديالي.,['ضعت لابري دي ريكلماسيون.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6c610>,4.456882760699063,13.334676521977325,0.12388511642292777,0.1478637158870697,0.8378331065177917,0.9698986168950796,0.8126131712005141,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,ننجحوا في تعميق السؤال.,['خلينا نجتمع ونتفاهمو أكثر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6cc40>,3.7477767366779213,11.0325953313544,0.0019146208239176343,0.0024535665288567543,0.7803419232368469,0.013187716482207179,0.010290928042827815,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,راني حاب نشوف الميناء.,['نحب نشوف الميناء.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6cac0>,52.70837136273562,65.63524319763022,0.000385532673595132,0.0005542415310628712,0.6956040859222412,0.9966102942125872,0.6932461927264426,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,وين راهي الصيدلية القريبة من هنا؟,['وين أقرب فارمسي؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6ca90>,3.550932348642477,9.859995840217845,0.003981211828959497,0.0057638948783278465,0.6907155513763428,0.15142536186613142,0.1045918523137272,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,نظن بلي رائع.,['نظن باللي راهو شابة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6c9a0>,11.339582221952005,29.5581088331196,0.8014833526426557,0.9872158169746399,0.8118623495101929,0.9974248609505594,0.8097716910711985,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,واش راهو يصرا في صالة الحفلة اليوم؟,['واش راهو يعرض في قاعة الحفلات الموسيقية اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6ca60>,11.64394847706997,47.098875926038744,0.6271188841211597,0.9921352863311768,0.6320900917053223,0.9963793740025721,0.6298015298865774,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,اديني للمستشفى.,['ديني للسبيطار.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6c550>,7.809849842300637,28.88730731534234,0.0032955704129056795,0.03877439349889755,0.08499347418546677,0.974147786386311,0.08279620473505453,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,أوه، ماشي حاجة. مادام راك هنا.,['آه، الأمر ساهل، واش راك هنا، على كل حال.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6cbb0>,10.343603005129705,21.28124139563827,0.7641567513744469,0.9763646721839905,0.7826550602912903,0.9960732471663505,0.7795817673155213,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nآوه , الأمر بسيط ، هل أنت هنا ، على أية حال .\nTranslation:'}]}]",,dza,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.,['كان مفروض تسافر في الطيارة رقم 820 اللي طارت من 15 دقيقة. بصح، نقدر نرتب لك رحلة أخرى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a6c520>,3.924032282136175,20.677068597134475,0.5816151362569499,0.9868255257606506,0.5893799066543579,0.9956243057968095,0.5868009604133335,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nكان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .\nTranslation:'}]}]",,dza,False,None,None,None
