estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,True,فيه مضيفات يتكلمون ياباني؟,['فيه مضيفات يتكلمن ياباني؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e898bee0>,70.16879391277372,75.72924589876745,0.24041171188582844,0.8077117800712585,0.2976454198360443,0.8684425094979815,0.25848793534299463,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,قهوة بالكريمة و السكر، لو سمحت.,['قهوة مع كريمة وسكر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89714f0>,41.72261448611506,55.145925746714276,0.04994642997373022,0.1134970560669899,0.4400680661201477,0.17211603320902213,0.0757427698825655,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,فيه مضيفة تتكلم ياباني؟,['فيه مضيفات يتكلمن ياباني؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971c70>,28.997844147152072,50.00555132111434,0.24041171188582844,0.8077117800712585,0.2976454198360443,0.8684425094979815,0.25848793534299463,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,ضيعت علامة الاستلام.,['ضاعت عليّ البطاقة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971d00>,6.567274736060395,17.124409520001986,0.0001682491595609223,0.05262360721826553,0.0031972182914614677,0.11562118263100274,0.00036966615998824893,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,خلنا نجتمع عشان نناقش هذا اكثر.,['خلنا نجتمع وندرس الموضوع زيادة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971be0>,22.652581507881553,30.854882137000466,0.08095950999406298,0.16657814383506775,0.4860152006149292,0.9685699063702486,0.4707396973541196,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ابغى اشوف الميناء.,['أبغى أشوف الميناء.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971190>,54.10822690539397,62.084894272394266,0.7358669657400725,0.98111891746521,0.7500283122062683,0.9928382583311759,0.7446568031899429,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,وين اقرب صيدلي؟,['وين أقرب صيدلية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971220>,27.77619034011791,48.70603764530774,0.043953362587112466,0.07486656308174133,0.5870893597602844,0.30203867639647797,0.17732369314845198,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,اعتقد انه مسرحي.,['أظن إنه رهيب.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89710a0>,8.745825313180626,8.814825659536885,0.05308553487162104,0.6590734720230103,0.08054570108652115,0.7531873859988991,0.06066600605480555,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,وش ينعزف اليوم في قاعة الاحتفالات؟,['وش بيعرضون في قاعة الحفلات اليوم؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89716d0>,12.661968357569915,37.61455748092336,0.8567414679190755,0.8782544732093811,0.9755048155784607,0.9866033950238489,0.9624363629118229,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",,sau,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,خذني للمستشفى.,['ودني المستشفى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8971070>,19.3576934939088,45.42662198912199,0.059681153568047485,0.06842542439699173,0.8722072839736938,0.9914804414147511,0.8647764629193991,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",,sau,False,None,None,None
