estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,True,فيه أى مضيفة بتتكلم ياباني؟,['فيه مضيفات بيتكلموا ياباني؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e8a463d0>,25.965358893403383,36.8550061700351,0.6817322569218831,0.9876349568367004,0.6902674436569214,0.9889576117275283,0.6826452425322151,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,قهوة بالكريمة والسكر، من فضلك.,['قهوة بالقشطة والسكر، لو سمحت.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89edd00>,26.20251007173262,39.25498696381421,0.14898584416522986,0.4535227417945862,0.3285079896450043,0.45864470954984426,0.15066845149553623,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,فيه اى مضيفة بتتكلم ياباني؟,['فيه مضيفات بيتكلموا ياباني؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89edd90>,25.965358893403383,37.39392203021172,0.6817322569218831,0.9876349568367004,0.6902674436569214,0.9889576117275283,0.6826452425322151,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,ضيعت ورقة الاستلام بتاعتي.,['ضاعت بطاقة المطالبة.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89edc70>,4.513617516969122,16.068351972645242,0.0,0.022607892751693726,0.0,0.07763137295842171,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,True,خلينا نكون سوا عشان نناقش ده اكتر .,['خلينا نتقابل عشان نتكلم في الموضوع أكتر.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89ed490>,9.238430210261097,28.028497259722094,0.9338739002999716,0.985750675201416,0.9473733305931091,0.986409223114606,0.9344977910298455,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,عاوز أشوف المينا.,['عايز أشوف المينا.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89ed520>,61.47881529512643,76.92057942057943,0.9444136338521147,0.9915754199028015,0.9524375200271606,0.992171844409313,0.94498169092998,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,فين أقرب صيدلية؟,['فين أقرب صيدلية؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89ed460>,100.00000000000004,100.0,0.7386903770404984,0.9362541437149048,0.7889848947525024,0.9388008008245379,0.740699651032113,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,متهيألي ان المنظر خلاب .,['أظن إنه جميل.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89ed9a0>,0.0,8.815212373037857,0.0003063084732669863,0.027816927060484886,0.011011585593223572,0.7224717494100332,0.007955559507314552,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,ايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟,['إيه اللي هيتعرض في قاعة الحفلات الموسيقية النهاردة؟'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89eddc0>,68.38626312597371,75.92392074507076,0.7003917518026093,0.9906187653541565,0.7070245146751404,0.9914993745042011,0.7010143640595381,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",,egy,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,False,خدني للمستشفى.,['وديني المستشفى.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e89ed580>,17.491650626361256,45.61839188624032,0.010655740451988138,0.023477774113416672,0.45386502146720886,0.05376611836254597,0.024402560464825418,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Egyptian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",,egy,False,None,None,None
