estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
OpenAIAPI:gpt-4o-2024-05-13,"When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.","['When I first traveled abroad, people were probably patient and understanding, knowing that travelers in a new country need to adapt.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53c3880>,63.66488370278303,81.69235507785227,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nعندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.","['Given that this new environment contains different resources and competitors, the new group will need different qualities or adaptation methods to become a stronger competitor compared to what it needed in strength previously.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5430c10>,14.043414718624154,56.64903091409309,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة الجديدة إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.","['To get news about tournaments and where to buy polo match tickets, check the Argentine Polo Association.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5430760>,27.337247148287354,57.128528992544936,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nللحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"After all, the leader is ultimately responsible for the success and failure of the team.","[""Ultimately, the leader is primarily responsible for the team's success and failure.""]",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5430970>,27.43406514687287,67.39509085562348,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.","['Women: Regardless of actual marital status, female travelers should declare themselves as married.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e54301f0>,24.14168159248974,46.255771401819636,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nالنساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلن إنهن متزوجات.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.,['Many of the observed rhythms in physiology and behavior often crucially depend on the presence of self-sustaining cycles produced by biological clocks.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5430070>,61.92227701143045,73.35934437516151,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nيعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.","['Most premium Baltic cruises feature extended stays in Saint Petersburg, Russia.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e54306d0>,17.44632238448059,55.113492987235524,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nتتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,"When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.","['When raised by non-human animals, the feral child exhibits behaviors (within physical limits) that closely resemble those of the specific caregiving animal, such as fear of or indifference to humans.']",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5430850>,62.8318115313072,70.22624264078247,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nعندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.,"[""Two popular content theories are Maslow's hierarchy of needs and Herzberg's two-factor theory.""]",['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53b3f40>,40.17178262943351,62.590514856121715,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nنظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
OpenAIAPI:gpt-4o-2024-05-13,She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.,['She came to this conclusion because of the numerous positive comments and encouragements sent to her by both females and males who support considering contraceptive pills a medical necessity.'],['stop'],<wandb.sdk.data_types.html.Html object at 0x7fc3e53b3d90>,36.03103614264623,62.61320956356864,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Saudi Arabic into English. Output only the translation, do NOT output anything else before nor after it.\nلقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.\nTranslation:'}]}]",False,,0,0,0,0,0,en,False,None,None,None
