acc,prob,macro_prob,dialectness,score,macro_score,_raw_turns,desired_output_dialect,generations
1.0,0.5433586835861206,0.6478675734251738,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عاود اكتب ""كاين مضيفات يهدرو اللغة اليابانية؟"" باش تكون بلو ابروبري'}]}]",dza,['كَيْن مُضيفات يَتَحَدَّثْنَ اللغة اليابانية؟']
1.0,0.7448831796646118,0.7977111074142158,0.24593666195869446,0.1831940827558931,0.1961864069648258,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'ريبوندي علا سوجي يبدا ب""قهوة بالكريمة و السكر، من فضلك.""'}]}]",dza,['قهوة بالكريمة والسكر، من ريبوندي علا سوجي؟ لذيذ! هل تريد أي إضافات أخرى معها؟']
1.0,0.002360368613153696,0.007252656214404851,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عاود اكتب هاد الفراز باش تكون بلو ابروبري: ""كاين مضيفة تهدر اللغة اليابانية؟""'}]}]",dza,['هل هناك مضيفة تتحدث اللغة اليابانية متوفرة حالياً؟']
1.0,0.002258091466501355,0.006791213585529476,0.0007418449968099594,1.6751538567632944e-06,5.0380278206928674e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""ضاعلي بطاقة الاستلام ديالي."" ريبوندي علا هاد سوجي'}]}]",dza,['أنا آسف، لقد ضاعت بطاقة الاستلام الخاصة بك. أنصحك بزيارة الفرع الذي قمت فيه بسحب البطاقة، والتحدث مع مسؤول الحسابات هناك، الذي يجب أن يكون قادراً على مساعدتك في إصدار بطاقة بديلة لك. من المحتمل أيضا أن تحتاج إلى ملء بعض الاستمارات وتقديم تفاصيل معينة، مثل اسمك الكامل وتفاصيل حسابك ورقم بطاق']
1.0,0.5303297638893127,0.9788433667272329,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'ريبوندي علا سوجي يبدا ب""ننجحوا في تعميق السؤال.""'}]}]",dza,"['نعم، أنت على صواب! تبدأ الجملة التي تقصدها بـ: ""ننجحوا في تعميق السؤال، هل نحن وحدنا في الكون؟"" وهي جملة شهيرة من خطاب ألقاه العالم الفيزيائي الشهير كارل ساغان في سلسلة films وثائقية شهيرة تسمى ""كوسموس"".\n\nكارل ساغان كان عالم فلك ومؤلف وشاعر ومتحدث']"
1.0,0.0006127365631982684,0.002137716655852273,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'خرج كيستيون تاع اكزامان من ""راني حاب نشوف الميناء.""'}]}]",dza,['هل يمكنك إعطاء وصف تفصيلي للميناء؟']
1.0,0.007208190858364105,0.9946023356169462,0.0034464383497834206,2.4842585406824325e-05,0.003427835632254404,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""وين راهي الصيدلية القريبة من هنا؟""'}]}]",dza,['أكيد، هنا الردود المحتملة:\n\n- الصيدلية الأقرب موجودة على بعد حوالي ٥ دقائق بالسيارة في اتجاه شارع الحسن الثاني، اتجه ناحية اليمين و ستجدها على يسارك بعد إشارة المرور الأولى.\n- هل تبحث عن صيدلية؟ هناك واحدة على بعد بضعة شوارع من هنا، اتجه نحو شارع المقاومة و ستج']
1.0,0.27700379490852356,0.3721099719405174,0.005379633978009224,0.0014901790271273918,0.0020018154486072665,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'قول ""نظن بلي رائع."" بكلمات وحدوخرين، و غاردي نفس المعنى'}]}]",dza,['نعتقد أنه رائع!']
1.0,0.0012857833644375205,0.9975428130128421,0.6724457740783691,0.0008646195897962783,0.6707934490727344,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'خرج كيستيون تاع اكزامان من ""واش راهو يصرا في صالة الحفلة اليوم؟""'}]}]",dza,['واش كاين اليوم في صالة الحفلات؟ هاد المساء غادي يكون عندنا فنان رائع غادي يمتع الحاضرين بأجمل الأغاني، غادي تكون ليلة لا تنسى بزاف، كاينين أيضا مقاعد مريحة بجانب المسرح لكل من يرغب في الجلوس والاستمتاع بالعرض، وأيضا هناك طاولات في الخلف للي حاب يستمتع مع صحابو']
1.0,0.11767078936100006,0.9875277923420072,0.6350560188293457,0.07472754302410323,0.6271354682880479,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""اديني للمستشفى."" واش من لديونس يوالمها هاد النوع تاع لي فراز. بروفي لا ريبونس تاعك'}]}]",dza,['أنا آسف، أنا ما فهمتش طلبك جيداً. ممكن توضح أكثر أو تعطيني معلومات إضافية باش نقدر نساعدك؟']
1.0,0.005695273168385029,0.021904147346504033,0.0009450716897845268,5.382441437030115e-06,2.0700989546049826e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'اكتب ريبونس تكون فيهاهاد الفراز هي الصح: ""أوه، ماشي حاجة. مادام راك هنا.""'}]}]",dza,['أوه، لا بأس بذلك. لقد أتيت إلى المكان الصحيح. فقط أخبرني ماذا تريد أن أفعل وسأقوم به على الفور. أنا في انتظار أوامرك، لذا لا تتردد في طلب أي شيء تحتاجه.']
1.0,0.008170276880264282,0.9961272233631462,0.5445603132247925,0.004449208537049998,0.5424513527663777,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'خرج كيستيون تاع اكزامان من ""كان لازم عليك تدي الرحلة ثمان مئة وعشرون لي راحت عندها خمسة عشر دقيقة. ايه. نقدر نصيبلك رحلة واحدوخرا.""'}]}]",dza,['سؤال الامتحان كان عليك تعطي الرحلة 820 اللي مشات قبل خمس عشرة دقيقة. ممكن نلقالك رحلة أخرى.']
