estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,كاين مضيفات يهدرو اللغة اليابانية؟,['عندنا مضيفات يهدرو ياباني ؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2aa9490>,35.317430677152785,43.499221946945056,0.01914955352037584,0.052186161279678345,0.3669469654560089,0.9963107036892325,0.3655931893701047,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,قهوة بالكريمة و السكر، من فضلك.,['قَهْوَة بِحْلَب و سُكّر ، رَجَاء .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908a00>,1.387819277861591,11.18669288142636,0.00017836154842564012,0.00034171133302152157,0.5219655632972717,0.001366236014291644,0.0007131281507967574,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,كاين مضيفة تهدر اللغة اليابانية؟,['اش هُمّ النّسّا اللي يخدمو جوي يفهمو ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908910>,1.6466642419110007,17.85062418993436,0.05626730656138279,0.057797085493803024,0.9735319018363953,0.9860031583812088,0.9599055299955507,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,ضاعلي بطاقة الاستلام ديالي.,['خسيت كارت الطلب .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908820>,0.0,8.903517331467302,0.0001202190301836676,0.0026332740671932697,0.045653823763132095,0.03336707968264818,0.0015233347753220057,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,ننجحوا في تعميق السؤال.,['خَلِّينَا نِجْتَمِعْ و نَحْكِي فِيهْ بَالَحْق .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908730>,1.184949136625139,11.694377088570064,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,راني حاب نشوف الميناء.,['حاب نشوف الماتينا .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908640>,40.26190971287384,51.61542705654883,0.36631221554593907,0.457147479057312,0.8012998700141907,0.9695127941668034,0.7768704759429543,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,وين راهي الصيدلية القريبة من هنا؟,['شكون أقرب صيدلية ؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908550>,6.699007141691558,14.57622232017062,0.07600692796849717,0.11703155934810638,0.6494566798210144,0.964232194237411,0.6262270394459604,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,نظن بلي رائع.,['حَسْبَ مَا ظَنِيتْ رَايْح يْكُون مَنْظَرُو زْيِن .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908460>,0.918708060432945,8.552298953128718,0.002840095638388593,0.0036019484978169203,0.7884886860847473,0.016041706898249686,0.012648704394757522,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,واش راهو يصرا في صالة الحفلة اليوم؟,['شكون غادي يُغني اليوم في قاعة العروض ؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908370>,3.1251907639724417,15.735176107398964,0.0006239170648755787,0.0007707485929131508,0.8094949126243591,0.9966075096162967,0.8067487089176243,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r,اديني للمستشفى.,['خَذْني لِلمْسْتَفْى .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3f2908280>,0.0,17.090262364257132,0.00276750278602593,0.007625574711710215,0.36292383074760437,0.04478331981226802,0.016252933979863396,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",True,,dza,False,None,None,None
