estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.,['لما سافرت برّا أول مرة كان الناس صابرين ومتفهمين، ويعرفون إن المسافر يحتاج يتأقلم مع المكان الجديد.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecbe38b0>,17.856246190458354,32.96037856617999,0.5329054113912903,0.7765690684318542,0.6862305402755737,0.9671930180629715,0.6637173873361157,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة الجديدة إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.,['بِسَبَب الموارد والمنافسين المختلفين اللي في هَذا البيئة الجديدة، المجموعة الجديدة راح تحتاج لمواصفات مختلفة أو طرق تكيف عشان تصير منافس أقوى مقارنة باللي كانت تحتاجه قبل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb3f370>,14.454158619213217,40.588504741179875,0.12104899736575447,0.5158514976501465,0.2346586138010025,0.948174127843231,0.22249722648166712,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة حديثة العهد إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nنظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة حديثة العهد إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,['عشان تعرف أخبار بطولات بولو وأماكن شراء تذاكر المباريات، زور موقع رابطة البولو الأرجنتينية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb3f460>,46.002466963029725,56.45306111457252,0.564830406373396,0.8700190782546997,0.6492161154747009,0.9315635066013783,0.6047860410737378,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nللحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.,['فـ بالنهاية القائد هو المسؤول الأول عن نجاح أو فشل الفريق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651df0>,28.673243865443744,60.51838983833713,0.0011661729012625854,0.08042997121810913,0.014499233104288578,0.7910542318131775,0.011469679705193194,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلن إنهن متزوجات.,['النسا يعلنو انهن متزوجات.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651d00>,3.555135945989539,16.574549110073754,0.0002560777974338069,0.003291001543402672,0.07781150937080383,0.006369939037540462,0.0004956545711110288,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nالنساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلنن إنهن متزوجات.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.,['تعتمد كثير من الإيقاعات اللى نشوفها فى الفسيولوجيا والسلوك اعتماد حاسم على وجود دورات ذاتية، تنتجها الساعات البيولوجية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651c10>,34.46003025875548,47.075235643732,0.07897287342761672,0.4738997220993042,0.16664469242095947,0.7653579970356077,0.12754284800792046,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nيعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.,['معظم رحلات بحر البلطيق الفاخرة تتضمن إقامة طويلة في سانت بطرسبرغ، روسيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651b20>,55.42837905734453,69.66755153800604,0.0,0.24932290613651276,0.0,0.423359481850639,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nتتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.,['لما يربّى من حيوانات مو حَرْدِيّة، يظهر الولد البريّ سلوكيّات تشبِه تماماً -ضمن حدود المادّة- سلوكيّات حيوان الرّعاية اللي ربّته، مثلاً الخوف من الناس أو ما مهتم فيهم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651a30>,5.642910362734286,35.75902082665018,0.028837227875430527,0.0637459084391594,0.45237770676612854,0.9681209449190646,0.4379563329347439,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nعندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['نظريتان منتشرتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات ونظرية العوامل الثنتين لهرزبرغ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651940>,52.559067087390204,68.39744624721983,0.0008120922470558484,0.04838932678103447,0.01678246632218361,0.12696845358004794,0.0021308437961868876,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nنظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.,['وصلت لهالاستنتاج بسبب كثره التعليقات الايجابيه والتشجيع اللي تجيه من بنات وشباب يشجعون على اعتبار حبوب منع الحمل ضروره طبيه.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3dc651850>,12.677426738634521,41.00833082521624,0.613036903802108,0.803443968296051,0.7630113959312439,0.9434187961742282,0.7198392926166715,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nلقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.\nTranslation:'}]}]",False,,sau,False,None,None,None
