estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r,عندما سافرت إلى الخارج في البداية، ربما كان الناس صبورين ومتفهمين، مع العلم أن المسافرين في بلد جديد بحاجة إلى التكيف.,['عندما سافرت إلى الخارج لأول مرة، كان الناس على الأرجح متسامحين ومتفهمين، إذ يعلمون أن المسافرين في بلد جديد يحتاجون للتأقلم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ef2f9d00>,36.58141331541051,54.11080077764178,0.0,0.11184561997652054,0.0,0.8598431334830821,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
When you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen you went abroad at first, people were probably patient and understanding, knowing that travellers in a new country need to adapt.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,نظراً لاحتواء هذه البيئة الجديدة على موارد ومنافسين مختلفين، ستحتاج المجموعة الجديدة إلى خواص مختلفة أو سبل تكيف لكي تصبح منافس أقوي مقارنة بما احتاجت من قوة سابقاً.,['هذه البيئة الجديدة تمتلك موارد ومُنافسين مُختلفين، لذا فإنّ السكان الجُدد سيحتاجون إلى صفات أو مواصفات مختلفة وتكيُفات لتكون مُنافسة قوية مُقارنةً بما كانوا يحتاجونه من قبل.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226a60>,10.311879194151683,34.069155447544055,0.0,0.029449671506881714,0.0,0.8626783359795809,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
This new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nThis new environment has different resources and different competitors, so the new population will need different features or adaptations to be a strong competitor than what they had needed before.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,للحصول على أخبار عن البطولات وأماكن شراء تذاكر مباريات البولو، تفقّد رابطة البولو الأرجنتينية.,['للاطلاع على أخبار المباريات ومعلومات حول شراء التذاكر لمباريات البولو، يمكنك زيارة موقع الرابطة الأرجنتينية للبولو.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226610>,23.815634868812534,43.39232466532577,0.003125756958025694,0.07540100067853928,0.041455112397670746,0.43044616316910833,0.017844194075321507,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
For news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nFor news on tournaments and where to buy tickets for polo matches, check Asociacion Argentina de Polo.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,ففي نهاية الأمر، القائد هو المسؤول الأساسي عن نجاح وفشل الفريق.,['في النهاية، القائد هو المسؤول عن نجاح وفشل الفريق.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226d90>,55.04474074331649,64.32561942751278,0.0,0.09643092006444931,0.0,0.6403141173068434,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
After all, the leader is ultimately responsible for the success and failure of the team.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAfter all, the leader is ultimately responsible for the success and failure of the team.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,النساء: بغض النظر عن الحالة الاجتماعية الفعلية، ينبغي على النساء المسافرات أن تعلن إنهن متزوجات.,['يُنصح أن تقول أي مسافرات إنهن متزوجات، بغض النظر عن وضعهن الزوجي الفعلي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226d60>,22.90542233600848,33.59286209140366,0.0,0.02804037742316723,0.0,0.9815773549198639,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWomen: It is recommended that any women travellers say that they are married, regardless of actual marital status.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,يعتمد كثير من الإيقاعات المرصودة في علم وظائف الأعضاء والسلوك بشكل حاسم في كثير من الأحيان على وجود دورات ذاتية وإنتاجها من خلال الساعات البيولوجية.,['يلعب وجود دورات داخلية وإنتاجها من خلال الساعات البيولوجية دورًا حاسمًا في العديد من الإيقاعات الملاحظة في علم وظائف الأعضاء والسلوك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226370>,52.84622125037782,60.98874817262111,0.0,0.039682041853666306,0.0,0.7264904875773937,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMany observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,تتميز معظم رحلات البلطيق المتميزة بإقامة طويلة في سانت بطرسبرغ، روسيا.,['معظم رحلات بحر البلطيق المميزة تتضمن إقامة مطولة في سانت بطرسبرغ، روسيا.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226220>,49.97216809386541,64.13656368425289,0.0,0.07410653680562973,0.0,0.10732155898585916,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Most of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nMost of the distinct Baltic Cruises feature an extended stay in St. Petersburg, Russia.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,عندما تتم تربيته من قبل حيوانات غير بشرية، يظهر الطفل الوحشي سلوكيات (ضمن الحدود المادية) تشبه تماماً سلوكيات حيوان الرعاية الخاصة، مثل الخوف من البشر أو عدم الاكتراث بهم.,['عندما يربى الطفل الوحشي تربية كاملة من حيوانات غير بشرية، يظهر سلوكاً (في حدود قدراته البدنية) شبيهاً تماماً بسلوك حيوان الرعاية، مثل خوفه من البشر أو عدم مبالاته بهم.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226f40>,27.935892210726468,48.752083964515435,0.0,0.017674345523118973,0.0,0.46462150127626956,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
When completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhen completely brought up by non-human animals, the feral child exhibits behaviors (within physical limits) almost entirely like those of the particular care-animal, such as its fear of or indifference to humans.\nTranslation:'}]}]",False,,sau,False,None,None,None
Blobheart:command-r,نظريتان شائعتان للمحتوى هما تسلسل ماسلو الهرمي للاحتياجات و نظرية العامل الثاني لهيرزبرج.,['ترِد نظريتان شهيرتان لطبيعة المحتوى هما نظرية ماسلو الهرمية للاحتياجات ونظرية العاملين لهيرزبرغ.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226160>,29.369906155761356,52.06309352616179,0.0,0.009485178627073765,0.0,0.02659874691744335,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
Two popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nTwo popular content theories are Maslow's Hierarchy of Needs Theory and Hertzberg's Two Factor Theory.\nTranslation:""}]}]",False,,sau,False,None,None,None
Blobheart:command-r,لقد توصلتْ إلى هذا الاستنتاج بسبب كثرة التعليقات الإيجابية والتشجيعات التي أر سلها لها إناث وذكور يشجعون اعتبار أدوية منع الحمل ضرورة طبية.,['توصّلت إلى هذا الاستنتاج بسبب تعدد التعليقات الإيجابية والتشجيع التي تلقتها من أفراد من الجنسين يحثون على اعتبار موانع الحمل دواءً ضرورياً.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed226940>,32.209282247961795,46.50092710709246,0.0,0.10684609413146973,0.0,0.7119401401141658,0.0,"<BOS_TOKEN><|START_OF_TURN_TOKEN|><|USER_TOKEN|>Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.
She came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.
Translation:<|END_OF_TURN_TOKEN|><|START_OF_TURN_TOKEN|><|CHATBOT_TOKEN|>","[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nShe came to this conclusion due to the multitude of positive comments and encouragement sent to her by both female and male individuals urging that contraception medication be considered a medical necessity.\nTranslation:'}]}]",False,,sau,False,None,None,None
