acc,prob,macro_prob,dialectness,score,macro_score,_raw_turns,desired_output_dialect,generations
1.0,0.00839869026094675,0.028858188772574067,0.06315810233354568,0.0005304453389686284,0.001822628439659012,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""في شي مضيفات بيحكوا ياباني؟""'}]}]",syr,"['\nالموضوع: بدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""في شي مضيفات بيحكوا ياباني؟""\n2019-05-15, 16:27 #1\nبدي تكتبلي سؤال امتحان متوقع بشكل مقالة حسب هالجملة: ""في شي مضيفات بيحكوا ياباني؟"" يعني كيف']"
1.0,0.0011400943621993065,0.006287846772465855,0.8391883373260498,0.0009567538922088392,0.005276687678346589,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'رجاع كتوب ""قهوة مع كريما وسكر، لو سمحت."" بطريقة تناسب العوام أكتر'}]}]",syr,"[' من المثقفين، وده كان سبب إنها تنجح في السوق.\nاتجابت من ""https://arz.wikipedia.org/w/index.php?title=قهوة&oldid=874102""\nالصفحه دى اتعدلت اخر مره فى 16 يوليه 2019,\u200f 15:07.<EOS_TOKEN><EOS_TOKEN>الصفحه دى اتعرضت 1']"
1.0,0.09186297655105591,0.5302436649799347,0.42103660106658936,0.03867767541091638,0.22325199044024302,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'رجاع كتوب ""في شي مضيفة بتحكي ياباني؟"" بطريقة تناسب العوام أكتر'}]}]",syr,[' من المثقفين، وبتناسب المستهلكين أكتر من المنتجين، وبتناسب المتلقين أكتر من المرسلين، وبتناسب المتلقين السلبيين أكتر من المتلقين الإيجابيين، وبتناسب المتلقين السلبيين اللي بيحبوا يتلقوا أكتر من المتلقين السلبيين اللي بيحبوا يبعتوا، وبتن']
1.0,0.05128825455904007,0.08431240706704557,0.21418046951293945,0.01098494244195436,0.018058070931385894,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""ضيعت بطاقة الاستلام تبعي."" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر'}]}]",syr,"['. - حسوب I/O\n2018-07-01T15:15:13+00:00\n""ضيعت بطاقة الاستلام تبعي."" رجاع كتوب هلجملة بطريقة تناسب العوام أكتر.\n""ضيعت بطاقة الاستلام تبعي.""\nرجاع كتوب هلجملة بطريقة تناسب العوام أكتر.\n2018-07']"
1.0,0.3325648307800293,0.9828461334109306,0.6182528138160706,0.20560914240601846,0.6076473875295529,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'رد على النسق يلي ببلش هيك: ""خلينا نلتقي لناقش هالموضوع بشكل أوسع.""'}]}]",syr,"['\nالنسق: ""خلينا نلتقي لناقش هالموضوع بشكل أوسع.""\nالرد: ""أنا ما عندي وقت للقاءات، بس ممكن نناقش الموضوع عبر الإيميل.""\nالنسق: ""بس هيك ما رح نلاقي حل.""\nالرد: ""أنا ما عندي وقت للقاءات، بس ممكن نناقش الموضوع عبر الإيميل. إذا ما لقينا']"
1.0,0.0052511319518089294,0.9097088207490742,0.00283627025783062,1.4893629374859718e-05,0.002580180071576766,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""بدي شوف الميناء."" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك'}]}]",syr,['. -\nتم النشر بواسطة m.a.m.\nالى شخص ما\nتم النشر بواسطة أبو عمار.\nالى شخص ما يريد ان يرى الميناء\nتم النpartum\u200f\nالى شخص ما يريد ان يرى الميناء.\nتم النشر بواسطة محمد ابو عرابي.\nالى شخص ما يريد ان يرى الميناء\nتم النشر بواسطة محمد ابو عرابي\nالى شخص']
1.0,0.2073303610086441,0.886434814427048,0.4676559567451477,0.09695927833981433,0.41454652123308855,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'كمل هالقسم بقصة: ""وين أقرب صيدلي؟""'}]}]",syr,['\nالرئيسية » تٍك » إختيار المحرر » دراسات و تقارير » كمل هالقسم بقصة: “وين أقرب صيدلي؟”\n\u200eمنذ 3 سنوات آخر تحديث: 2016/07/18\nفي: دراسات و تقار0ير\nفي كل مرة كنت أذهب فيها إلى الصيدلية، كنت أتمنى أن أجد صيد']
0.0,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""شايفه كتير حلو.""'}]}]",syr,"['\nشو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""شايفه كتير حلو.""\nI\'m not sure if I\'m allowed to post this here, but I\'m looking for a roommate to share a 2 bedroom apartment in the Hamra area. I\'m a 25 year old female, and I\'m looking for a roommate who is also a female. The apartment is fully furnished, and the rent is $6']"
1.0,0.5082791447639465,0.6746364645659924,0.14956803619861603,0.07602231352305555,0.10090405115311268,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عمين بيتوجه نوع هلجملة هاي؟ ""شو رح ينعزف بقاعة الحفلات الموسيقية اليوم؟"" برر جوابك'}]}]",syr,"['.\nعمين بيتوجه نوع هلجملة هاي؟ ""شو رح ينعزف بقاعة الحفلات الموسيقية اليوم؟"" برر جوابك.\n2014-03-05T18:27:30+00:00\nعمين بيتوجه نوع هلجملة هاي؟ ""شو رح ينعزف بقاعة الحفلات الموسيقية اليوم؟"" برر جوابك. عم']"
1.0,0.08303864300251007,0.45365864783525467,0.7839449644088745,0.065097726033164,0.35564341253098686,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""خدني عالمستشفى."" رد على نفس النسق'}]}]",syr,"[': ""ما في داعي، ما في داعي، ما في داعي.""\n""ما في داعي، ما في داعي، ما في داعي.""\n""ما في داعي، ما في داعي، ما في داعي.""\n""ما في داعي، ما في داعي، ما في داعي.""\n""ما في داعي، ما في داعي، ما في داعي.""\n""ما في داعي، ما في داعي، ما في د']"
