acc,prob,macro_prob,dialectness,score,macro_score,_raw_turns,desired_output_dialect,generations
1.0,0.001471936353482306,0.002694947674171999,0.005067495629191399,7.459031037719511e-06,1.3656635559766131e-05,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""USER بدنا شكل واحد بدنا درعا حره"" اكتوب قصة بتبلش بهالسطر'}]}]",syr,"[' - منتديات درر العراق\nالموضوع:""USER بدنا شكل واحد بدنا درعا حره"" اكتوب قصة بتبلش بهالسطر\nالزوار من محركات البحث: 1158 المشاهدات : 2354 الردود: 11\n18/مارس/2012\nالمشاركات: 10,422 المواضيع: 1,013\nالتقي']"
1.0,0.005642693489789963,0.03308799723163247,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي'}]}]",syr,"['\nموضوع: ""USER لك اييه والله دائما بتفشيلي قهري"" اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي الأربعاء 26 يناير 2011, 11:32 pm\n""USER لك اييه والله دائما بتفشيلي قهري""\nاكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي\nموضوع: رد']"
1.0,0.9685325026512146,0.9945158116752282,0.7955116629600525,0.7704789018149292,0.7911489271858272,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'رد على النسق يلي ببلش هيك: ""اللهم لك الحمد اليوم الابطال ناوين يناموا بجورين فرط حبك يا جيش ابو شحاطه سهل الغاب تشتعل فرحه عند URL URL""'}]}]",syr,[' - شبكة الحدود - نحو مستقبل ما\n۲۰۱۵/۰۸/۰٦\n١١٠٣ مشاركة\nرد على النسق يلي ببلش هيك: “اللهم لك الحمد اليوم الابطال ناوين يناموا بجورين فرط حبك يا جيش ابو شحاطه سهل الغاب تشتعل فرحه عند URL URL”\nالنسق يلي ببلش هيك:']
1.0,0.9623596668243408,0.9934977944940329,0.9143528938293457,0.879936346265481,0.9084075834086915,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""USER رغم كل شي بشع عم يصير بس لسا في شغلات بتخلي الحياه قابله للعيش بطريقه ما""'}]}]",syr,"['\nشو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""USER رغم كل شي بشع عم يصير بس لسا في شغلات بتخلي الحياه قابله للعيش بطريقه ما""\nشو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟: ""USER رغم كل شي بشع عم يصير بس لسا في شغلات بتخلي الح']"
1.0,0.9452356100082397,0.9900402943603694,0.5724663734436035,0.5411156017111693,0.5667647768755184,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'عمين بيتوجه نوع هلجملة هاي؟ ""USER لااتفق معكي بهل كلام عن صدام صدام كانه شخصا دكتادوري وعنصري متل بشار وابو"" برر جوابك'}]}]",syr,"['؟\nالموضوع: عمين بيتوجه نوع هلجملة هاي؟ ""USER لااتفق معكي بهل كلام عن صدام صدام كانه شخصا دكتادوري وعنصري متل بشار وابو"" برر جوابك؟\n03-05-2013, 02:11 PM #1\nعمين بيتوجه نوع هلجملة هاي؟ ""USER لااتفق مع']"
1.0,0.98099684715271,0.9876446044072509,0.7618818283081055,0.7474036714731938,0.7524684769244319,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'رجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""الشام روم صوتي مرئي سوريا الشام مايك و كام محادثه صوتيه دردشه سوريه الصوتيه تشات سوري شا URL""'}]}]",syr,"['\nرجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""الشام روم صوتي مرئي سوريا الشام مايك و كام محادثه صوتيه دردشه سوريه الصوتيه تشات سوري شا URL""\nرجاع صيغ هاد بطريقتك وخلي المعنى العام متل ما هو: ""الشام روم صوتي مرئي سوريا الشام مايك و كام محادثه صوتيه درد']"
1.0,0.05529671162366867,0.9819291904568672,0.8168212175369263,0.04516752731423335,0.8020605968840266,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""USER بعرف NUM اشخاص هون فلسطينيين بعد نقاش بالصدفه اكتشفت انهم مؤيدين للاسد وعائلاتهم نفس الشي انا كتبت اغلب لان NUM من الفلسطينيين مؤمنيين انو الاسد عم يقاوم اسرائيل وايران وحسن نصرالله معاهم"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك'}]}]",syr,"['\n""USER بعرف NUM اشخاص هون فلسطينيين بعد نقاش بالصدفه اكتشفت انهم مؤيدين للاسد وعائلاتهم نفس الشي انا كتبت اغلب لان NUM من الفلسطينيين مؤمنيين انو الاسد عم يقاوم اسرائيل وايران وحسن نصرالله معاهم"" عمين بيتوجه نوع هلجملة هاي؟ برر جوابك...\n""USER بعرف NUM اشخاص هون فلسطين']"
0.0,0.0,0.0,0.0,0.0,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': '""بربكن كيماوي لعمي كنو صعي ريحتوني لانو كنت مفكرو كيماوي o O #وفسر_الماء_بعد_الجهد_بالماء #تبا"" شو الآثار يلي بتترتب على هالشي, إذا حدا حكالك هيك؟'}]}]",syr,['؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟؟']
1.0,0.3309035301208496,0.9451979324221611,0.8223085403442383,0.27210479884843153,0.7772443321464593,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'اكتوب قصة بتبلش بهالسطر: ""سالوني شو صار ببلد العيد مزروعه عالداير نار وبواريد قلتلن بلدنا عم يخلق جديد سوريه الكرامه والشعب العنيد كيف ما كنت بحبك بجنونك بحبك""'}]}]",syr,"['\nموضوع: اكتوب قصة بتبلش بهالسطر: ""سالوني شو صار ببلد العيد مزروعه عالداير نار وبواريد قلتلن بلدنا عم يخلق جديد سوريه الكرامه والشعب العنيد كيف ما كنت بحبك بجنونك بحبك"" الأحد 24 أبريل - 13:23\nسالوني شو صار ببلد العيد مز']"
1.0,0.0014990345807746053,0.002695110932108946,0.0027321865782141685,4.0956421618712794e-06,7.36354591550634e-06,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي: ""بعز الليل ولادي نيام عين ل الله مابتنام URL""'}]}]",syr,"[' - منتديات بغدادي الحبيبه\nكُتب : [ 03-05-2017 ] [ حتى ] رقم المشاركة : ( 1 )\n03-05-2017 آلكاتب мя Зάмояч اكتوب رد مبدع بحتوي ع هلجملة بشكل أساسي: ""بعز الليل ولادي نيام عين ل الله مابتنام URL""\nالموضوع الأصلي']"
