estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,كاين مضيفات يهدرو اللغة اليابانية؟,['واش كاين مضيفات يتكلمو اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5bd9fa0>,44.85608472663125,56.30713338881785,0.1949846492746783,0.24949823319911957,0.781507134437561,0.9933818086283281,0.7763349706635264,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,قهوة بالكريمة و السكر، من فضلك.,['قهوة مع القشدة والسكر ، الله يبارك .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b4b520>,5.816635421147513,30.88022497067372,0.1463359474791197,0.5000566840171814,0.29263871908187866,0.9487046077847481,0.27762770120920477,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,كاين مضيفة تهدر اللغة اليابانية؟,['واش كاين مضيفات يتكلمو اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b4bb20>,27.968424579665367,43.76994004974687,0.1949846492746783,0.24949823319911957,0.781507134437561,0.9933818086283281,0.7763349706635264,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,ضاعلي بطاقة الاستلام ديالي.,['ضيعت كارت المطالبة .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b4b070>,4.266331692956901,12.08784998962596,0.0002662751854534684,0.016118064522743225,0.016520295292139053,0.06243683956563473,0.0010314750267321968,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,ننجحوا في تعميق السؤال.,['خلونا نتلاقاو باش نبحثو في الأمر أكثر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b4bee0>,3.0890553181566975,14.587278197531322,0.726339566311097,0.9344332218170166,0.7773049473762512,0.9961268840124831,0.7742943551573922,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,راني حاب نشوف الميناء.,['نحب نشوف المار'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5be77c0>,14.628187563941408,32.2716817306856,0.0010504447130807865,0.0012721766252070665,0.8257066607475281,0.9973273998475634,0.8234998770001463,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,وين راهي الصيدلية القريبة من هنا؟,['وين هي الصيدلية القريبة؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5be7970>,45.22723475922432,53.298141412173635,0.1890272662196253,0.2941288948059082,0.6426681280136108,0.8835195358842611,0.5678098461901924,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,نظن بلي رائع.,['راني حاس بلي راه باين مليح .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5be78b0>,6.772997136689072,24.33137120028431,0.8786287776545905,0.963668167591095,0.9117544889450073,0.9949455310124904,0.9071460541564121,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,واش راهو يصرا في صالة الحفلة اليوم؟,['شنواش يعرضو في قاعة الحفلات الموسيقية اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5be7760>,5.401157445454033,31.330904366840002,0.00040468303934636934,0.001334320055320859,0.3032878339290619,0.9977064964768942,0.30259224221343045,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",True,,dza,False,None,None,None
Blobheart:command-r-plus,اديني للمستشفى.,['ودّيني للمستشفى .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e5b70df0>,41.11336169005198,76.06457968188278,0.00038054004620092716,0.001814872259274125,0.20967869460582733,0.032422928838059306,0.006798397394061909,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Algerian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",True,,dza,False,None,None,None
