estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,_raw_turns,from_cache,chat_preamble,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,هل توجد مضيفات يتحدثن اليابانية ؟,['هل هناك أي مضيفة تتحدث اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ed255f70>,13.147601201284163,36.77961149156801,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيه أى مضيفة بتتكلم ياباني؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,قهوة مع القشدة والسكر ، من فضلك .,['قهوة بالكريمة والسكر، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb748b0>,17.095746935849984,57.14754668991334,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة بالكريمة والسكر، من فضلك.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,هل هناك مضيفات يتحدثن اليابانية ؟,['هل هناك أي مضيفة تتحدث اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74e50>,16.830386789031852,48.65291270726054,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفيه اى مضيفة بتتكلم ياباني؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,فقدت بطاقة المطالبة .,['لقد فقدت إيصال الاستلام الخاص بي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74fd0>,8.392229812593097,18.983205213376475,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nضيعت ورقة الاستلام بتاعتي.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,دعنا نجتمع لنبحث الأمر أكثر .,['دعنا نكون معاً لنناقش هذا الأمر أكثر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb740a0>,8.913765521398126,47.5328973137516,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nخلينا نكون سوا عشان نناقش ده اكتر .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,أريد أن أرى الميناء .,['أريد أن أرى الميناء.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74970>,80.91067115702207,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nعاوز أشوف المينا.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,أين أقرب صيدلية ؟,['أين أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74ca0>,80.91067115702207,86.21870109546165,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nفين أقرب صيدلية؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,أظن أنه بديع المنظر .,['أظن أن المنظر خلاب.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74250>,14.535768424205482,38.72757556298038,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nمتهيألي ان المنظر خلاب .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,ماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟,['ما الذي سيُعزف في قاعة الحفلات الموسيقية اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74af0>,54.017258985951415,69.06705494812729,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nايه اللي حيتعزف في قاعة الحفلات الموسيقية النهاردة؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,خذني إلى المستشفى .,['خذني إلى المستشفى.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74430>,75.98356856515926,100.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nخدني للمستشفى.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,"آوه , الأمر بسيط ، هل أنت هنا ، على أية حال .",['أوه، لا ولا شيء. المهم أنك هنا، على أي حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb743d0>,3.2399023551226187,29.26018326747958,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nأوة، لا ولا حاجه . المهم انك هنا، على اى حال .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,كان يفترض أن تسافر على الطائرة رقم ثمانية اثنان صفر التي أقلعت منذ خمس عشرة دقيقة . حسنا . بإمكاني تنظيم رحلة أخرى .,['كان من المفترض أن تستقل الرحلة رقم 820، التي غادرت منذ خمسة عشر دقيقة. وعلى أي حال، يمكنني أن أحجز لك رحلة جديدة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb74190>,3.551851328486764,27.627785083439367,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nانت كان المفروض تاخد الرحلة تمانية اتنين صفر، اللي اقلعت من خمستاشر دقيقة . على الى حال انا اقدر ارتب رحلة جديدة عشانك .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,"إن "" السنة "" متقلقلة .",['السنة مضطربة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3ecb745e0>,9.469167282754096,20.733225180182,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nالسنة ملخلخة.\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,مقعد ممنوع به التدخين ، من فضلك .,['كرسي لغير المدخنين، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f520>,7.495553473355842,36.78805390416714,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nكرسي لغير المدخنين، لو سمحت .\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
Blobheart:command-r-plus,كم يكلف عش الغراب الطازج ؟,['بكم الفطر الطازج؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f7c0>,16.009559139455188,26.042612438877615,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Egyptian Arabic into Modern Standard Arabic. Output only the translation, do NOT output anything else before nor after it.\nبكام المشروم الطازه؟\nTranslation:'}]}]",True,,0,0,0,0,0,ar,False,None,None,None
