estimator,from_cache,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,raw_prompt,_raw_turns,chat_preamble,documents,desired_output_dialect,too_few_tokens,error,error_traceback
Blobheart:command-r-plus,True,فيه مضيفات يتكلمون ياباني؟,['هل هناك أي مضيفات يتحدثن اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dd93a30>,20.448007360218387,36.01358347471062,0.0,0.006977294571697712,0.0,0.9709272094187327,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nAre there any stewardesses who speak Japanese?\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,قهوة بالكريمة و السكر، لو سمحت.,['قهوة مع كريمة وسكر، من فضلك.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9100>,11.731175160263996,27.450121063834736,0.0034865726511073003,0.01246531680226326,0.2797018885612488,0.29034267039969563,0.08120939324071105,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nCoffee with cream and sugar, please.\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,فيه مضيفة تتكلم ياباني؟,['هل هناك أي مضيفة تتحدث اليابانية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9490>,9.287528999566801,36.192571465274796,0.0,0.010025703348219395,0.0,0.7246405938640237,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nIs there any stewardess who speaks Japanese?\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,ضيعت علامة الاستلام.,['ضيعت بطاقة الأمتعة الخاصة بي.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9160>,14.991106946711685,22.344559013533104,3.347934645173394e-05,0.009905395098030567,0.0033799102529883385,0.990321776305791,0.0033471987254935667,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI lost my claim tag.\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,خلنا نجتمع عشان نناقش هذا اكثر.,['هيا نجتمع لنناقش هذا الأمر أكثر.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9070>,16.830386789031852,42.32534431899462,0.011746023357469881,0.2257465422153473,0.05203190818428993,0.63000358780846,0.03278028883662303,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nLet's get together to discuss this further.\nTranslation:""}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,ابغى اشوف الميناء.,['أريد أن أرى الميناء.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9be0>,35.64026463354184,40.887910818560925,0.0,0.01744789630174637,0.0,0.9827406869153492,0.0,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI want to see the harbor.\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,وين اقرب صيدلي؟,['وين أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9eb0>,27.77619034011791,48.70603764530774,0.043953362587112466,0.07486656308174133,0.5870893597602844,0.30203867639647797,0.17732369314845198,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhere's the nearest chemist?\nTranslation:""}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,اعتقد انه مسرحي.,['أعتقد أنها خلابة.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9610>,8.745825313180626,18.00303369215849,0.03633490737794842,0.36803147196769714,0.09872771799564362,0.7463718599174172,0.07368759050581078,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nI think it's scenic.\nTranslation:""}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,وش ينعزف اليوم في قاعة الاحتفالات؟,['ايش يعرض في قاعة الحفلات اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd96a0>,12.12428055266944,35.5317993989357,0.4537311093151182,0.4768735468387604,0.9514704942703247,0.5001568785519339,0.4758845124485113,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nWhat is playing at the concert hall today?\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,خذني للمستشفى.,['وديني المستشفى'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd95e0>,9.688464563433238,33.91899766899767,0.12357529876780582,0.2686232924461365,0.4600319564342499,0.7987638278864324,0.36745688647150593,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nTake me to the hospital.\nTranslation:'}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,اوه، ولا شيء. انت هنا، على كل حال.,['آه، لا شيء. أنت هنا على أي حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9c10>,11.13260756993763,36.481851836503765,0.012789213855391113,0.5769435167312622,0.022167185321450233,0.8636554051190615,0.019144809419146414,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': ""Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nOh, it's nothing. You're here, anyway.\nTranslation:""}]}]",,(),sau,False,None,None
Blobheart:command-r-plus,True,كان مفروض تأخذ الرحلة ثمانية اثنين صفر، اللي أقلعت قبل خمسة عشر دقيقة. طيب. اقدر ارتب لك رحلة ثانية.,['كنت مفروض تركب الرحلة رقم ثمانية وعشرين، اللي أقلعت قبل ربع ساعة. طيب، أقدر أحجز لك على رحلة ثانية.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7f7d3dcd9d60>,25.23507704045084,42.28681282187395,0.5506749682991874,0.9565190672874451,0.5757072567939758,0.9884161000372842,0.5690383215234649,nan,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from English into Saudi Arabic. Output only the translation, do NOT output anything else before nor after it.\nYou were supposed to take flight eight two zero, which took off fifteen minutes ago. All right. I can arrange another flight for you.\nTranslation:'}]}]",,(),sau,False,None,None
