estimator,completion,generations,finish_reasons,turns,response_spBLEU,response_chrF,dialectid_score,dialectid_prob,dialectness,macro_prob,macro_score,_raw_turns,from_cache,chat_preamble,desired_output_dialect,too_few_tokens,error,tool_calls,tool_results
Blobheart:command-r-plus,في شي مضيفات بيحكوا ياباني؟,['في مضيفات بيحكوا ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e59a9d30>,84.96364166597652,83.40022371125656,0.016917419645317233,0.023240746930241585,0.727920651435852,0.9925143010914326,0.722471656609875,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل توجد مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,قهوة مع كريما وسكر، لو سمحت.,['قهوة مع كريما وسكر ، منشان الله .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589fa60>,55.93684915933074,60.37368492262844,0.6414759763794677,0.9390125870704651,0.6831388473510742,0.9958719615824521,0.6803188239446896,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nقهوة مع القشدة والسكر ، من فضلك .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,في شي مضيفة بتحكي ياباني؟,['في مضيفات بيحكوا ياباني؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f940>,23.462350320527996,37.391233286134074,0.016917419645317233,0.023240746930241585,0.727920651435852,0.9925143010914326,0.722471656609875,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nهل هناك مضيفات يتحدثن اليابانية ؟\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,ضيعت بطاقة الاستلام تبعي.,['ضيعت بطاقة المطالبة'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589faf0>,40.26190971287384,45.486307075112464,0.0,0.2045305371284485,0.0,0.3082900866866112,0.0,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nفقدت بطاقة المطالبة .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,خلينا نلتقي لناقش هالموضوع بشكل أوسع.,['خلينا نجتمع لنبحث الموضوع أكتر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589fc70>,4.605753373926282,27.90635329103343,0.3368543466706271,0.49587610363960266,0.6793115139007568,0.9727838113903999,0.6608232436137609,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nدعنا نجتمع لنبحث الأمر أكثر .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,بدي شوف الميناء.,['بدي شوف المرفأ .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589fee0>,41.11336169005198,56.845748725279435,0.14138707627108182,0.20880571007728577,0.6771226525306702,0.9920288249850273,0.6717251893607457,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأريد أن أرى الميناء .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,وين أقرب صيدلي؟,['وين أقرب صيدلية؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589fe20>,64.34588841607616,81.91459079780293,0.10177253037471079,0.1733510047197342,0.5870893597602844,0.523303858935833,0.3072261275027244,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأين أقرب صيدلية ؟\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,شايفه كتير حلو.,['بظنُّو بديع المنظر .'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f2b0>,0.0,8.584978268743209,0.44833143267898556,0.9540286660194397,0.46993497014045715,0.9925499961245805,0.4664339527917156,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nأظن أنه بديع المنظر .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,شو رح ينعزف بقاعة الحفلات الموسيقية اليوم؟,['شو رح ينعرض بقاعة الموسيقا اليوم؟'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f880>,19.449143608326015,48.00354460337206,0.18874864593140472,0.24464190006256104,0.7715303301811218,0.9881245046854019,0.7623680253599856,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nماذا سيعرض في قاعة الحفلات الموسيقية اليوم ؟\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,خدني عالمستشفى.,['خدني عالمستشفى'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f1f0>,81.87307530779823,85.84588429606742,0.2574508823924013,0.32933729887008667,0.7817240357398987,0.9303669575601816,0.7272902127829962,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nخذني إلى المستشفى .\nTranslation:'}]}]",True,,syr,False,None,None,None
Blobheart:command-r-plus,لا، مو مشكلة. أنت هون، على كل حال.,['آه، الموضوع بسيط، إذا كنت هون، على كل حال.'],['COMPLETE'],<wandb.sdk.data_types.html.Html object at 0x7fc3e589f850>,36.362270465000705,51.032233058439616,0.08574390572462054,0.3577178120613098,0.23969705402851105,0.9726949366740882,0.23315211078922807,"[{'role': 'User', 'content': [{'type': 'text', 'text': 'Translate from Modern Standard Arabic into Syrian Arabic. Output only the translation, do NOT output anything else before nor after it.\nآوه , الأمر بسيط ، هل أنت هنا ، على أية حال .\nTranslation:'}]}]",True,,syr,False,None,None,None
